"","section","publication","category","title","content"
"5249","news","New York Post","","news","news"
"5250","law & politics","National Review","","law & politics","law & politics"
"5251","news","New York Post","","news","news"
"5252","news","Guardian","newspaper","news","news"
"5253","news","Guardian","newspaper","news","news"
"5254","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5255","news","New York Post","","news","news"
"5256","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5257","news","Guardian","newspaper","news","health & lifestyle"
"5258","law & politics","National Review","","news","law & politics"
"5259","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5260","news","Washington Post","newspaper","news","news"
"5261","news","New York Post","","news","news"
"5262","news","Washington Post","newspaper","law & politics","law & politics"
"5263","law & politics","Talking Points Memo","general","law & politics","news"
"5264","sports","Guardian","newspaper","news","sports"
"5265","news","Guardian","newspaper","news","news"
"5266","law & politics","Fox News","broadcast","law & politics","law & politics"
"5267","news","NPR","radio","news","law & politics"
"5268","law & politics","Washington Post","newspaper","news","law & politics"
"5269","news","NPR","radio","news","news"
"5270","news","Washington Post","newspaper","news","news"
"5271","law & politics","Washington Post","newspaper","entertainment","law & politics"
"5272","health & lifestyle","NPR","radio","news","news"
"5273","news","Buzzfeed News","general","news","news"
"5274","news","Washington Post","newspaper","news","news"
"5275","sports","Guardian","newspaper","sports","sports"
"5276","news","New York Post","","law & politics","news"
"5277","news","Washington Post","newspaper","news","news"
"5278","news","New York Post","","news","news"
"5279","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5280","news","New York Post","","news","news"
"5281","news","Washington Post","newspaper","news","news"
"5282","law & politics","Talking Points Memo","general","news","news"
"5283","news","New York Post","","news","news"
"5284","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5285","news","New York Post","","news","news"
"5286","law & politics","National Review","","law & politics","law & politics"
"5287","news","Washington Post","newspaper","news","news"
"5288","sports","Guardian","newspaper","sports","sports"
"5289","news","New York Post","","news","law & politics"
"5290","law & politics","Washington Post","newspaper","news","law & politics"
"5291","law & politics","Talking Points Memo","general","law & politics","entertainment"
"5292","news","New York Post","","news","news"
"5293","books","Guardian","newspaper","news","law & politics"
"5294","news","Washington Post","newspaper","news","news"
"5295","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5296","sports","Guardian","newspaper","news","news"
"5297","law & politics","Guardian","newspaper","news","law & politics"
"5298","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5299","news","New York Post","","news","news"
"5300","news","New York Post","","law & politics","news"
"5301","news","NPR","radio","news","news"
"5302","law & politics","Washington Post","newspaper","news","news"
"5303","news","Guardian","newspaper","news","news"
"5304","news","New York Post","","news","news"
"5305","news","New York Post","","news","news"
"5306","news","New York Post","","news","news"
"5307","law & politics","Talking Points Memo","general","health & lifestyle","news"
"5308","law & politics","Washington Post","newspaper","news","law & politics"
"5309","news","New York Post","","law & politics","law & politics"
"5310","news","Washington Post","newspaper","law & politics","law & politics"
"5311","news","New York Post","","news","news"
"5312","news","New York Post","","news","news"
"5313","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5314","news","New York Post","","news","news"
"5315","health & lifestyle","NPR","radio","health & lifestyle","news"
"5316","health & lifestyle","Guardian","newspaper","news","news"
"5317","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5318","university & school","NPR","radio","news","university & school"
"5319","news","Washington Post","newspaper","news","news"
"5320","law & politics","Washington Post","newspaper","news","news"
"5321","health & lifestyle","Guardian","newspaper","news","science & tech"
"5322","law & politics","Washington Post","newspaper","news","law & politics"
"5323","news","NPR","radio","news","news"
"5324","law & politics","Talking Points Memo","general","news","law & politics"
"5325","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5326","news","New York Post","","news","news"
"5327","news","New York Post","","news","news"
"5328","news","Washington Post","newspaper","news","news"
"5329","law & politics","Talking Points Memo","general","news","law & politics"
"5330","news","New York Post","","entertainment","news"
"5331","health & lifestyle","NPR","radio","news","news"
"5332","science & tech","NPR","radio","law & politics","news"
"5333","law & politics","National Review","","law & politics","law & politics"
"5334","news","New York Post","","news","news"
"5335","law & politics","National Review","","health & lifestyle","news"
"5336","news","NPR","radio","law & politics","law & politics"
"5337","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5338","news","New York Post","","law & politics","law & politics"
"5339","law & politics","Washington Post","newspaper","law & politics","news"
"5340","news","New York Post","","news","news"
"5341","law & politics","National Review","","news","news"
"5342","economy, business & jobs","Guardian","newspaper","news","news"
"5343","news","NPR","radio","news","news"
"5344","news","New York Post","","news","news"
"5345","law & politics","National Review","","news","law & politics"
"5346","news","New York Post","","news","news"
"5347","entertainment","NPR","radio","entertainment","news"
"5348","news","New York Post","","news","news"
"5349","law & politics","Talking Points Memo","general","news","law & politics"
"5350","news","Washington Post","newspaper","law & politics","law & politics"
"5351","news","New York Post","","news","news"
"5352","news","Washington Post","newspaper","news","news"
"5353","news","New York Post","","news","news"
"5354","news","NPR","radio","news","news"
"5355","news","Washington Post","newspaper","news","news"
"5356","entertainment","Guardian","newspaper","news","news"
"5357","law & politics","National Review","","law & politics","law & politics"
"5358","news","New York Post","","news","news"
"5359","news","New York Post","","news","news"
"5360","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5361","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5362","news","New York Post","","news","news"
"5363","entertainment","Guardian","newspaper","law & politics","news"
