"","section","publication","category","title","content"
"10721","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10722","news","New York Post",NA,"news","news"
"10723","books","Guardian","newspaper","law & politics","news"
"10724","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10725","sports","Guardian","newspaper","sports","sports"
"10726","culture","Guardian","newspaper","culture","law & politics"
"10727","news","Guardian","newspaper","news","news"
"10728","news","New York Post",NA,"law & politics","sports"
"10729","news","New York Post",NA,"news","news"
"10730","news","New York Post",NA,"news","news"
"10731","news","New York Post",NA,"news","news"
"10732","news","New York Post",NA,"news","news"
"10733","news","New York Post",NA,"news","news"
"10734","news","New York Post",NA,"news","news"
"10735","news","Guardian","newspaper","news","news"
"10736","health & lifestyle","NPR","radio","news","news"
"10737","news","Fox News","broadcast","news","news"
"10738","news","Washington Post","newspaper","news","news"
"10739","news","New York Post",NA,"news","news"
"10740","news","New York Post",NA,"news","news"
"10741","entertainment","Guardian","newspaper","entertainment","news"
"10742","news","New York Post",NA,"news","news"
"10743","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10744","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10745","news","New York Post",NA,"news","news"
"10746","news","New York Post",NA,"law & politics","law & politics"
"10747","news","Washington Post","newspaper","law & politics","law & politics"
"10748","law & politics","National Review",NA,"news","law & politics"
"10749","news","New York Post",NA,"law & politics","law & politics"
"10750","news","New York Post",NA,"news","news"
"10751","news","Fox News","broadcast","news","news"
"10752","news","NPR","radio","news","news"
"10753","food","NPR","radio","news","news"
"10754","entertainment","NPR","radio","news","entertainment"
"10755","law & politics","Washington Post","newspaper","law & politics","news"
"10756","law & politics","National Review",NA,"news","law & politics"
"10757","news","New York Post",NA,"news","news"
"10758","news","Washington Post","newspaper","news","news"
"10759","news","New York Post",NA,"news","news"
"10760","news","New York Post",NA,"news","news"
"10761","news","New York Post",NA,"news","news"
"10762","news","Fox News","broadcast","news","news"
"10763","news","New York Post",NA,"news","news"
"10764","law & politics","Fox News","broadcast","law & politics","law & politics"
"10765","news","NPR","radio","news","news"
"10766","law & politics","National Review",NA,"law & politics","law & politics"
"10767","news","New York Post",NA,"news","news"
"10768","news","New York Post",NA,"news","law & politics"
"10769","news","New York Post",NA,"news","news"
"10770","law & politics","National Review",NA,"law & politics","law & politics"
"10771","news","New York Post",NA,"news","news"
"10772","news","Guardian","newspaper","news","news"
"10773","health & lifestyle","NPR","radio","news","health & lifestyle"
"10774","science & tech","NPR","radio","news","news"
"10775","media","Guardian","newspaper","law & politics","law & politics"
"10776","law & politics","National Review",NA,"law & politics","law & politics"
"10777","news","New York Post",NA,"news","news"
"10778","news","New York Post",NA,"health & lifestyle","news"
"10779","law & politics","NPR","radio","law & politics","law & politics"
"10780","news","New York Post",NA,"news","news"
"10781","news","Washington Post","newspaper","news","news"
"10782","news","Washington Post","newspaper","news","news"
"10783","news","Washington Post","newspaper","news","news"
"10784","news","New York Post",NA,"health & lifestyle","news"
"10785","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"10786","news","NPR","radio","news","news"
"10787","sports","Guardian","newspaper","health & lifestyle","sports"
"10788","law & politics","National Review",NA,"law & politics","law & politics"
"10789","sports","Guardian","newspaper","sports","sports"
"10790","health & lifestyle","NPR","radio","law & politics","health & lifestyle"
"10791","news","New York Post",NA,"news","news"
"10792","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10793","entertainment","Guardian","newspaper","news","news"
"10794","news","Washington Post","newspaper","news","news"
"10795","law & politics","National Review",NA,"law & politics","law & politics"
"10796","food","NPR","radio","food","food"
"10797","news","New York Post",NA,"news","news"
"10798","news","New York Post",NA,"news","news"
"10799","news","Guardian","newspaper","news","news"
"10800","news","Fox News","broadcast","news","news"
"10801","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10802","news","New York Post",NA,"news","news"
"10803","health & lifestyle","NPR","radio","news","health & lifestyle"
"10804","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10805","sports","Guardian","newspaper","news","sports"
"10806","news","New York Post",NA,"news","news"
"10807","news","Washington Post","newspaper","news","news"
"10808","news","New York Post",NA,"news","news"
"10809","news","Fox News","broadcast","news","news"
"10810","news","New York Post",NA,"sports","news"
"10811","news","Washington Post","newspaper","news","news"
"10812","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10813","law & politics","Guardian","newspaper","news","health & lifestyle"
"10814","news","New York Post",NA,"news","news"
"10815","news","New York Post",NA,"news","news"
"10816","sports","Guardian","newspaper","sports","news"
"10817","news","Washington Post","newspaper","news","news"
"10818","law & politics","National Review",NA,"law & politics","law & politics"
"10819","news","New York Post",NA,"news","news"
"10820","news","Washington Post","newspaper","news","news"
"10821","news","New York Post",NA,"news","news"
"10822","law & politics","Talking Points Memo","general","news","law & politics"
"10823","law & politics","Guardian","newspaper","entertainment","law & politics"
"10824","travel","Guardian","newspaper","news","news"
"10825","law & politics","National Review",NA,"law & politics","law & politics"
"10826","law & politics","Guardian","newspaper","law & politics","news"
"10827","news","Washington Post","newspaper","news","news"
"10828","news","New York Post",NA,"news","news"
"10829","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10830","news","Washington Post","newspaper","news","news"
"10831","news","Buzzfeed News","general","news","news"
"10832","news","New York Post",NA,"news","news"
"10833","news","New York Post",NA,"news","news"
"10834","news","Fox News","broadcast","news","news"
"10835","news","Washington Post","newspaper","news","news"
"10836","health & lifestyle","NPR","radio","news","health & lifestyle"
"10837","news","New York Post",NA,"news","news"
"10838","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10839","law & politics","National Review",NA,"law & politics","law & politics"
"10840","news","Guardian","newspaper","news","news"
"10841","news","Talking Points Memo","general","news","news"
"10842","news","NPR","radio","news","news"
"10843","health & lifestyle","NPR","radio","news","health & lifestyle"
"10844","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10845","news","Talking Points Memo","general","news","news"
"10846","news","New York Post",NA,"news","news"
"10847","news","NPR","radio","news","news"
"10848","sports","Guardian","newspaper","sports","sports"
"10849","news","Washington Post","newspaper","news","news"
"10850","entertainment","Guardian","newspaper","news","law & politics"
"10851","news","New York Post",NA,"news","news"
"10852","news","Washington Post","newspaper","news","news"
"10853","news","Guardian","newspaper","news","news"
"10854","news","Washington Post","newspaper","news","news"
"10855","news","New York Post",NA,"news","news"
"10856","health & lifestyle","Washington Post","newspaper","news","law & politics"
"10857","law & politics","Washington Post","newspaper","news","law & politics"
"10858","news","New York Post",NA,"news","news"
"10859","law & politics","National Review",NA,"news","law & politics"
"10860","health & lifestyle","Washington Post","newspaper","news","news"
"10861","news","New York Post",NA,"news","news"
